BioGasFermentation:ExpParam,11
 
name,importable
InocToSubRatio,2
ProcessTemp,42
MeasurementType,AMPTSV2
CO2 concentration [%] of flush gas,0
Process temperature [Celsius],45
Mixer on time [min],15
Mixer off time [min],5
Mixer speed adjustment [%],60
Eliminate overestimation,No
timeScale,Day
 
BioGasFermentation:metaData,15,16
 
Row,Layout,Blank,Excluded,Flow Cell nr.,Name,Substrate VS/COD amount [g],Inoculum VS/COD amount [g],Type of unit [VS/COD],Headspace volume [ml],Assumed CH4 content [%],yield,sd_yield,production,sd_production,time_production,sd_time_production
R1,Blank,TRUE,FALSE,1,Blank 1,0,12.44,VS,200,60,2.03999999999996,2.8849956672411,71.6,5.26794551983978,1,0
R2,Blank,TRUE,FALSE,2,Blank 2,0,12.44,VS,200,60,-2.04000000000002,2.8849956672411,79.05,5.26794551983978,1,0
R3,Cellulose,FALSE,FALSE,3,Cellulose,8.22,16.43,VS,200,60,28.9901698468953,NA,182.26,NA,3,NA
R4,S1 ctrl,FALSE,FALSE,4,untr. sub A 1 1,5.59,11.18,VS,200,60,625.882259892205,9.87799079478673,699.8,0.777817459305218,3,0
R5,S1 ctrl,FALSE,FALSE,5,untr. sub A 1 2,5.59,11.18,VS,200,60,611.912671341221,9.87799079478673,700.9,0.777817459305218,3,0
R6,S1 7d,FALSE,FALSE,6,Treatment A - Sub A 1,6.7,13.4,VS,200,60,255.168661515573,9.49000623347673,355.2,6.49124025129251,3,0
R7,S1 7d,FALSE,FALSE,7,Treatment A - Sub A 2,6.7,13.4,VS,200,60,268.589557037961,9.49000623347673,364.38,6.49124025129251,3,0
R8,S1 4d,FALSE,FALSE,8,Treatment B - Sub A 1,3.72,7.43,VS,200,60,1095.30245825122,11.2129647909123,659.32,20.7394418922015,3,0
R9,S1 4d,FALSE,FALSE,9,Treatment B - Sub A 2,3.72,7.43,VS,200,60,1079.4449313695,11.2129647909123,629.99,20.7394418922015,3,0
R10,S2 ctrl,FALSE,FALSE,10,untr. sub B 1 1,6.46,12.94,VS,200,60,77.8018924273043,0.0207972582702038,119.88,0.0494974746830535,1,0
R11,S2 ctrl,FALSE,FALSE,11,untr. sub B 1 2,6.46,12.94,VS,200,60,77.8313041920102,0.0207972582702038,119.81,0.0494974746830535,1,0
R12,S2 4d,FALSE,FALSE,12,Treatment A - Sub B 1,1.94,3.88,VS,200,60,402.727085888554,2.21973211207529,110.78,0.219203102167831,2,0
R13,S2 4d,FALSE,FALSE,13,Treatment A - Sub B 2,1.94,3.88,VS,200,60,399.587910630822,2.21973211207529,111.09,0.219203102167831,2,0
R14,S2 6d,FALSE,FALSE,14,FTreatment B - Sub B 1,5.01,10.02,VS,200,60,103.66261688841,42.3219639534124,110.42,25.5406969364581,7,3.53553390593274
R15,S2 6d,FALSE,FALSE,15,FTreatment B - Sub B 2,5.01,10.02,VS,200,60,163.514912297591,42.3219639534124,146.54,25.5406969364581,2,3.53553390593274
 
BioGasFermentation:BioGasData,735,7
 
Row,reactor,time,product,production,net_product,yield,rel_production
198,5,1,667.84,667.84,600.144381028939,107.360354388003,17.28
199,5,2,1171.16,503.32,1062.71220257235,190.109517454803,30.3
200,5,3,1872.22,700.9,1726.89797427653,308.926292357161,48.44
201,5,4,2178.12,306.05,1994.36447749196,356.773609569224,56.36
202,5,5,2367.04,188.92,2159.75614951768,386.360670754505,61.24
203,5,6,2573.28,206.24,2346.20647106109,419.714932211287,66.58
204,5,7,2846.12,272.84,2595.90459003215,464.383647590725,73.64
205,5,8,3043.54,197.42,2777.11628617363,496.800766757358,78.75
206,5,9,3158.94,115.4,2879.71860128617,515.155384845469,81.73
207,5,10,3237.03,78.09,2945.72090032154,526.962593975231,83.75
208,5,11,3311.97,74.94,3005.89503215434,537.727197165356,85.69
209,5,12,3369.28,57.31,3050.1557073955,545.645028156619,87.18
210,5,13,3418.87,49.59,3091.01020900322,552.953525760861,88.46
211,5,14,3459.96,41.09,3122.6547266881,558.614441267997,89.52
212,5,15,3495.7,35.9,3150.01871382637,563.509608913482,90.45
213,5,16,3528.76,32.9,3174.61732315113,567.910075697876,91.3
214,5,17,3557.57,28.97,3195.54110932476,571.653150147542,92.05
215,5,18,3584.02,26.29,3214.23970257235,574.998157884141,92.73
216,5,19,3605.74,21.73,3228.77897909968,577.59910180674,93.3
217,5,20,3626.84,21.1,3241.87593247588,579.942027276545,93.84
218,5,21,3648.09,21.25,3257.50897106109,582.738635252432,94.39
219,5,22,3670.92,22.83,3275.45446141479,585.948919752199,94.98
220,5,23,3694.85,24.09,3295.09759646302,589.462897399467,95.6
221,5,24,3718.31,23.3,3314.75154340836,592.978809196487,96.21
222,5,25,3734.68,16.53,3327.24808681672,595.214326800844,96.63
223,5,26,3746.81,12.12,3336.21012057878,596.817552876347,96.95
224,5,27,3759.4,12.59,3345.26817524116,598.437956214876,97.27
225,5,28,3774.67,15.27,3356.41307877814,600.431677777842,97.67
226,5,29,3784.27,9.6,3363.00688102894,601.611248842386,97.91
227,5,30,3791.83,7.4,3368.77844051447,602.643728177901,98.11
228,5,31,3797.34,5.51,3372.56740353698,603.321539094271,98.25
229,5,32,3802.85,5.51,3376.33389871383,603.995330718037,98.4
230,5,33,3808.99,6.14,3380.75286173633,604.785842886643,98.55
231,5,34,3815.29,6.14,3385.24195337621,605.588900425082,98.72
232,5,35,3824.74,9.6,3392.37776527331,606.86543207036,98.96
233,5,36,3828.83,4.09,3394.84109324759,607.306098970946,99.07
234,5,37,3830.88,1.89,3395.88004019293,607.491957100702,99.12
235,5,38,3832.77,1.89,3396.7634807074,607.649996548729,99.17
236,5,39,3834.65,1.89,3397.65938906752,607.810266380595,99.22
237,5,40,3836.7,1.89,3398.44669614148,607.951108433181,99.27
238,5,41,3838.59,1.89,3399.05153536978,608.059308652911,99.32
239,5,42,3841.9,3.31,3401.18871382637,608.441630380388,99.41
240,5,43,3847.88,6.14,3406.53062700965,609.39724991228,99.56
241,5,44,3853.39,5.35,3411.39355305466,610.267183015145,99.7
242,5,45,3856.7,3.46,3414.0879340836,610.749183199213,99.79
243,5,46,3860.16,3.46,3416.92782154341,611.257213156245,99.88
244,5,47,3863.46,3.46,3419.60770900322,611.736620573026,99.96
245,5,48,3864.88,3.46,3420.59183279743,611.912671341221,100
246,6,0,0,0,0,0,0
247,6,1,298.89,298.89,217.752138263666,32.5003191438307,13.33
248,6,2,564.95,266.06,434.967845659164,64.9205739789797,25.2
249,6,3,920.15,355.2,745.97154340836,111.339036329606,41.04
250,6,4,1095.04,174.89,874.796350482315,130.566619474972,48.84
251,6,5,1215.82,120.78,967.376028938907,144.38448193118,54.23
252,6,6,1320.5,104.68,1048.33673633441,156.46816960215,58.89
253,6,7,1449.37,128.87,1149.46959807074,171.562626577722,64.64
254,6,8,1636.35,186.98,1317.02282958199,196.570571579402,72.98
255,6,9,1799.77,163.34,1465.10392282958,218.672227287997,80.27
256,6,10,1852.15,52.46,1502.9959807074,224.327758314537,82.61
257,6,11,1892.75,40.6,1525.89807073955,227.745980707395,84.42
258,6,12,1926.52,33.69,1544.0275562701,230.451874070164,85.92
259,6,13,1957.62,31.18,1564.65745980707,233.53096415031,87.31
260,6,14,1984.08,26.46,1579.79639871383,235.79050727072,88.49
261,6,15,2006.31,22.15,1591.98717041801,237.610025435523,89.48
262,6,16,2027.12,20.81,1602.65561093248,239.202329989922,90.41
263,6,17,2046.44,19.32,1612.52344051447,240.675140375294,91.27
264,6,18,2065.52,19.08,1622.31284565916,242.136245620771,92.12
265,6,19,2083.27,17.75,1631.45625401929,243.500933435715,92.91
266,6,20,2100.7,17.36,1639.29405144695,244.670753947305,93.69
267,6,21,2111.78,11.15,1643.64173633441,245.319662139463,94.19
268,6,22,2122.61,10.84,1648.61731511254,246.062285837693,94.67
269,6,23,2133.76,11.15,1654.62921221865,246.959583913231,95.17
270,6,24,2144.13,10.37,1660.43739549839,247.826476940059,95.63
271,6,25,2154.34,10.21,1666.00479099678,248.657431492057,96.08
272,6,26,2162.66,8.32,1670.52776527331,249.332502279599,96.46
273,6,27,2171.54,8.87,1675.17448553055,250.026042616499,96.85
274,6,28,2182.3,10.76,1680.9902733119,250.894070643567,97.33
275,6,29,2189.6,7.38,1684.68713826367,251.44584153189,97.66
276,6,30,2195.49,5.81,1688.43356913183,252.005010318184,97.92
277,6,31,2201.07,5.58,1691.95078778135,252.529968325575,98.17
278,6,32,2206.48,5.42,1695.27107717042,253.025533906033,98.41
279,6,33,2211.9,5.42,1698.62829581994,253.526611316408,98.65
280,6,34,2217.24,5.34,1701.79779742765,253.999671257859,98.89
281,6,35,2222.66,5.42,1704.44408360129,254.394639343475,99.13
282,6,36,2227.69,5.1,1707.52440514469,254.854388827566,99.36
283,6,37,2230.75,3.06,1709.37258842444,255.130237078274,99.49
284,6,38,2232.56,1.81,1709.97615755627,255.220322023324,99.57
285,6,39,2234.36,1.81,1710.59665594855,255.312933723665,99.65
286,6,40,2236.09,1.73,1710.81323151125,255.345258434516,99.73
287,6,41,2237.35,1.26,1710.5328778135,255.303414599031,99.79
288,6,42,2238.6,1.26,1710.37717041801,255.280174689255,99.84
289,6,43,2239.86,1.26,1710.87237942122,255.354086480779,99.9
290,6,44,2241.12,1.26,1711.35681672026,255.426390555262,99.95
291,6,45,2242.14,1.26,1711.63895498392,255.468500743869,100
292,6,46,2242.14,1.26,1710.8957073955,255.357568267985,100
293,6,47,2242.14,1.26,1710.15245980707,255.246635792101,100
294,6,48,2242.14,1.26,1709.63003215434,255.168661515573,100
295,7,0,0,0,0,0,0
296,7,1,303.68,303.68,222.542138263666,33.215244516965,13.02
297,7,2,579.4,275.72,449.417845659164,67.0772903968901,24.84
298,7,3,943.78,364.38,769.60154340836,114.865902001248,40.47
299,7,4,1135.48,191.77,915.236350482315,136.602440370495,48.69
300,7,5,1261.99,126.51,1013.54602893891,151.2755267073,54.11
301,7,6,1366.44,104.45,1094.27673633441,163.32488602006,58.59
302,7,7,1498.92,132.48,1199.01959807074,178.958148965782,64.27
303,7,8,1689.99,191.07,1370.66282958199,204.576541728656,72.47
304,7,9,1857.57,167.66,1522.90392282958,227.299092959639,79.65
305,7,10,1911.05,53.48,1561.8959807074,233.118803090656,81.95
306,7,11,1954.32,43.27,1587.46807073955,236.935532946201,83.8
307,7,12,1988.72,34.32,1606.2275562701,239.735456159716,85.28
308,7,13,2020.6,31.88,1627.63745980707,242.93096415031,86.64
309,7,14,2048.64,28.04,1644.35639871383,245.426328166243,87.85
310,7,15,2072.04,23.4,1657.71717041801,247.420473196717,88.85
311,7,16,2093.95,21.91,1669.48561093248,249.176956855593,89.79
312,7,17,2113.5,19.48,1679.58344051447,250.684095599175,90.63
313,7,18,2131.88,18.38,1688.67284565916,252.040723232711,91.42
314,7,19,2148.61,16.73,1696.79625401929,253.253172241685,92.13
315,7,20,2166.98,18.38,1705.57405144695,254.563291260738,92.92
316,7,21,2183.08,16.02,1714.94173633441,255.96145318424,93.61
317,7,22,2194.63,11.62,1720.63731511254,256.811539569036,94.11
318,7,23,2207.74,13.11,1728.60921221865,258.001374958007,94.67
319,7,24,2219.36,11.54,1735.66739549839,259.054835149014,95.17
320,7,25,2230.67,11.31,1742.33479099678,260.04996880549,95.65
321,7,26,2239.78,9.11,1747.64776527331,260.842950040793,96.04
322,7,27,2249.28,9.5,1752.91448553055,261.629027691126,96.45
323,7,28,2260.51,11.23,1759.2002733119,262.567204971925,96.93
324,7,29,2269.39,8.87,1764.47713826367,263.354796755771,97.31
325,7,30,2276.06,6.75,1769.00356913183,264.030383452512,97.6
326,7,31,2282.66,6.52,1773.54078778135,264.707580265873,97.88
327,7,32,2289.26,6.6,1778.05107717042,265.38075778663,98.16
328,7,33,2294.83,5.58,1781.55829581994,265.904223256707,98.4
329,7,34,2301.27,6.44,1785.82779742765,266.541462302635,98.68
330,7,35,2306.77,5.5,1788.55408360129,266.948370686759,98.92
331,7,36,2313.76,6.99,1793.59440514469,267.700657484283,99.22
332,7,37,2315.8,2.04,1794.42258842444,267.82426692902,99.3
333,7,38,2317.84,2.04,1795.25615755627,267.948680232279,99.39
334,7,39,2319.88,2.04,1796.11665594855,268.077112828142,99.48
335,7,40,2322.32,2.43,1797.04323151125,268.215407688247,99.58
336,7,41,2324.67,2.43,1797.8528778135,268.336250419926,99.68
337,7,42,2326.4,1.65,1798.17717041801,268.384652301195,99.76
338,7,43,2327.34,1.02,1798.35237942122,268.41080289869,99.8
339,7,44,2328.36,1.02,1798.59681672026,268.44728607765,99.84
340,7,45,2329.31,1.02,1798.80895498392,268.478948505063,99.88
341,7,46,2330.33,1.02,1799.0857073955,268.520254835149,99.93
342,7,47,2331.27,1.02,1799.28245980707,268.549620866727,99.97
343,7,48,2332.06,1.02,1799.55003215434,268.589557037961,100
344,8,0,0,0,0,0,0
345,8,1,619.67,619.67,574.680872186495,154.484105426477,14.18
346,8,2,1204.11,584.44,1132.03780546624,304.311238028559,27.56
347,8,3,1863.43,659.32,1766.85194533762,474.960200359575,42.64
348,8,4,2158.84,295.42,2036.71982717042,547.505329884521,49.4
349,8,5,2399.37,240.53,2261.61338022508,607.960586082011,54.91
350,8,6,2655.95,256.58,2505.04156350482,673.398269759361,60.78
351,8,7,2999.54,343.59,2833.25194131833,761.626865945787,68.64
352,8,8,3321.5,321.96,3144.44023311897,845.279632558863,76.01
353,8,9,3446.68,125.18,3261.11515273312,876.643858261591,78.88
354,8,10,3532.04,85.36,3338.44191318328,897.430621823462,80.83
355,8,11,3618.55,86.51,3415.13881832797,918.048069443004,82.81
356,8,12,3689.99,71.27,3477.90650321543,934.921103014902,84.44
357,8,13,3752.74,62.75,3534.85106913183,950.228782024686,85.88
358,8,14,3808.78,56.2,3584.61379421222,963.605858659198,87.16
359,8,15,3857.28,48.5,3627.54726688103,975.147114752965,88.27
360,8,16,3905.61,48.17,3670.25399919614,986.627419138748,89.38
361,8,17,3950.34,44.73,3709.74298231511,997.242737181482,90.4
362,8,18,3998.18,47.84,3752.43155546624,1008.71816007157,91.5
363,8,19,4027.02,28.84,3776.49939308682,1015.18800889431,92.16
364,8,20,4051.43,24.41,3795.59073151125,1020.32008911593,92.71
365,8,21,4074.86,23.43,3815.28781350482,1025.61500363033,93.25
366,8,22,4094.85,19.99,3832.03166800643,1030.11603978667,93.71
367,8,23,4115.5,20.64,3849.83270498392,1034.90126478062,94.18
368,8,24,4133.36,17.86,3865.16327974277,1039.02238702762,94.59
369,8,25,4152.36,19.17,3881.58905948553,1043.43791921654,95.02
370,8,26,4167.27,14.91,3894.3936937299,1046.88002519621,95.37
371,8,27,4183.49,16.38,3908.26643488746,1050.60925669018,95.74
372,8,28,4204.79,21.14,3926.82497990354,1055.59811287729,96.22
373,8,29,4220.69,15.89,3940.72712218649,1059.3352478996,96.59
374,8,30,4233.47,12.78,3952.31856109325,1062.45122610034,96.88
375,8,31,4245.92,12.29,3963.62479501608,1065.49053629464,97.17
376,8,32,4258.21,12.45,3974.75609726688,1068.48282184594,97.45
377,8,33,4271.15,12.94,3986.55233118971,1071.65385247035,97.74
378,8,34,4284.26,13.11,3998.45883842444,1074.85452645818,98.04
379,8,35,4299.17,14.75,4011.83087620579,1078.44916027037,98.38
380,8,36,4311.95,12.94,4023.52982315113,1081.59403848149,98.68
381,8,37,4320.63,8.68,4031.53789790997,1083.74674674999,98.88
382,8,38,4326.53,5.9,4036.76895900322,1085.15294596861,99.01
383,8,39,4332.59,6.06,4042.17495176849,1086.60616983024,99.15
384,8,40,4339.31,6.88,4048.05579180064,1088.18704080662,99.3
385,8,41,4345.87,6.55,4053.76170016077,1089.72088713999,99.45
386,8,42,4351.93,5.9,4059.04226688103,1091.14039432286,99.59
387,8,43,4357.34,5.41,4064.0282073955,1092.48070091277,99.72
388,8,44,4359.96,2.62,4066.21817524116,1093.06940194655,99.78
389,8,45,4362.41,2.62,4068.25904742765,1093.61802350206,99.83
390,8,46,4365.04,2.62,4070.47693327974,1094.21422937627,99.89
391,8,47,4367.49,2.62,4072.51481913183,1094.76204815372,99.95
392,8,48,4369.79,2.62,4074.52514469453,1095.30245825122,100
393,9,0,0,0,0,0,0
394,9,1,616.06,616.06,571.070872186495,153.51367531895,14.29
395,9,2,1214.92,598.86,1142.84780546624,307.217152007053,28.18
396,9,3,1844.91,629.99,1748.33194533762,469.98170573592,42.8
397,9,4,2116.41,271.66,1994.28982717042,536.099415906026,49.1
398,9,5,2363.16,246.75,2225.40338022508,598.226715114269,54.82
399,9,6,2629.57,266.25,2478.66156350482,666.306871909899,61
400,9,7,2990.53,361.12,2824.24194131833,759.204822935034,69.37
401,9,8,3235.15,244.62,3058.09023311897,822.067266967465,75.05
402,9,9,3346.73,111.58,3161.16515273312,849.775578691699,77.64
403,9,10,3431.6,85.04,3238.00191318328,870.430621823462,79.6
404,9,11,3520.57,88.8,3317.15881832797,891.709359765585,81.67
405,9,12,3597.09,76.52,3385.00650321543,909.947984735332,83.44
406,9,13,3652.79,55.71,3434.90106913183,923.360502454794,84.74
407,9,14,3707.03,54.07,3482.86379421222,936.253708121564,85.99
408,9,15,3753.23,46.2,3523.49726688103,947.176684645438,87.07
409,9,16,3800.42,47.19,3565.06399919614,958.350537418318,88.16
410,9,17,3844.66,44.4,3604.06298231511,968.834135030944,89.19
411,9,18,3891.68,47.02,3645.93155546624,980.089127813505,90.28
412,9,19,3927.07,35.39,3676.54939308682,988.319729324413,91.1
413,9,20,3954.27,27.2,3698.43073151125,994.201809546036,91.73
414,9,21,3980.49,26.22,3720.91781350482,1000.24672406044,92.34
415,9,22,4005.56,25.07,3742.74166800643,1006.11335161463,92.92
416,9,23,4032.26,26.54,3766.59270498392,1012.5249206946,93.54
417,9,24,4057.5,25.23,3789.30327974277,1018.62991390935,94.12
418,9,25,4083.38,25.89,3812.60905948553,1024.89490846385,94.72
419,9,26,4104.85,21.46,3831.9736937299,1030.10045530374,95.22
420,9,27,4126.31,21.46,3851.08643488746,1035.23828894824,95.72
421,9,28,4150.56,24.25,3872.59497990354,1041.02015588805,96.28
422,9,29,4170.39,19.83,3890.4271221865,1045.81374252325,96.74
423,9,30,4184.31,13.93,3903.15856109325,1049.23617233689,97.07
424,9,31,4197.26,12.94,3914.96479501608,1052.40989113335,97.37
425,9,32,4210.69,13.44,3927.23609726688,1055.70862829755,97.68
426,9,33,4223.8,13.11,3939.20233118971,1058.9253578467,97.98
427,9,34,4236.91,13.11,3951.10883842444,1062.12603183453,98.29
428,9,35,4250.83,13.93,3963.49087620579,1065.45453661446,98.61
429,9,36,4261.16,10.32,3972.73982315113,1067.94081267503,98.85
430,9,37,4266.07,4.92,3976.97789790997,1069.08008008332,98.96
431,9,38,4270.99,4.92,3981.22895900322,1070.22283844172,99.08
432,9,39,4278.36,7.54,3987.94495176849,1072.02821284099,99.25
433,9,40,4286.06,7.7,3994.80579180064,1073.87252467759,99.43
434,9,41,4292.29,6.06,4000.18170016077,1075.31766133354,99.57
435,9,42,4298.02,5.73,4005.13226688103,1076.64845883899,99.7
436,9,43,4300.15,2.29,4006.8382073955,1077.10704499879,99.75
437,9,44,4302.45,2.29,4008.70817524116,1077.60972452719,99.81
438,9,45,4304.74,2.29,4010.58904742765,1078.11533533001,99.86
439,9,46,4307.03,2.29,4012.46693327974,1078.62014335477,99.91
440,9,47,4309.16,2.29,4014.18481913183,1079.08194062684,99.96
441,9,48,4310.8,2.29,4015.53514469453,1079.4449313695,100
442,10,0,0,0,0,0,0
443,10,1,119.88,119.88,41.5274678456592,6.42840059530328,11.79
444,10,2,222.54,102.67,97.0199196141479,15.0185634077628,21.89
445,10,3,312.93,90.39,144.730803858521,22.4041492041054,30.78
446,10,4,396.85,83.93,184.166953376206,28.5088163121062,39.03
447,10,5,492.93,96.08,253.014702572347,39.1663626272983,48.48
448,10,6,588.95,96.02,326.129654340836,50.4844666162285,57.92
449,10,7,645.5,56.55,355.894686495177,55.0920567329995,63.48
450,10,8,688.55,43.11,380.184807073955,58.8521373179497,67.72
451,10,9,725.46,36.91,402.282459807074,62.2728265955223,71.35
452,10,10,756.22,30.77,419.051864951769,64.8687097448558,74.37
453,10,11,787.89,31.6,433.631495176849,67.1256184484286,77.48
454,10,12,810.15,22.32,440.787893890675,68.2334201069157,79.67
455,10,13,827.74,17.59,448.267218649518,69.3912103172628,81.4
456,10,14,846.03,18.23,455.624790996784,70.530153405075,83.2
457,10,15,861.45,15.48,461.350192926045,71.4164385334435,84.72
458,10,16,877.7,16.18,467.806776527331,72.4159096791535,86.32
459,10,17,890.94,13.24,471.919083601286,73.0524897215613,87.62
460,10,18,901.37,10.36,473.377419614148,73.2782383303635,88.65
461,10,19,909.43,8.06,473.126278135048,73.2393619404099,89.44
462,10,20,916.85,7.42,471.283360128617,72.9540805152659,90.17
463,10,21,923.75,6.91,471.682154340836,73.0158133654545,90.85
464,10,22,930.86,7.1,473.138705787781,73.2412857256628,91.55
465,10,23,938.08,7.23,475.396985530547,73.5908646332116,92.26
466,10,24,944.8,6.72,477.711768488746,73.9491901685365,92.92
467,10,25,952.16,7.36,480.588536977492,74.3945103680328,93.64
468,10,26,957.72,5.57,482.481856913183,74.6875939494092,94.19
469,10,27,963.48,5.69,484.153898713826,74.9464239495087,94.75
470,10,28,970,6.52,485.89941318328,75.2166274277523,95.39
471,10,29,974.93,4.93,487.349967845659,75.4411714931361,95.88
472,10,30,978.89,3.9,489.23998392283,75.7337436413049,96.27
473,10,31,982.6,3.71,490.958014469453,75.9996926423303,96.63
474,10,32,986.76,4.16,493.100040192926,76.3312755716604,97.04
475,10,33,989.58,2.81,493.92807073955,76.4594536748529,97.32
476,10,34,992.65,3.07,494.902081993569,76.6102294107692,97.62
477,10,35,996.36,3.71,495.933585209003,76.7699048311151,97.99
478,10,36,1000.32,3.97,498.010836012862,77.0914606831056,98.38
479,10,37,1002.5,2.24,499.020618971061,77.2477738345296,98.59
480,10,38,1003.78,1.28,499.135602893891,77.2655732033887,98.72
481,10,39,1005.06,1.28,499.276591639871,77.2873980866674,98.84
482,10,40,1006.34,1.28,499.095120578778,77.2593065911421,98.97
483,10,41,1008.83,2.49,500.097644694534,77.4144960827452,99.21
484,10,42,1011.77,2.94,501.680192926045,77.6594725891711,99.5
485,10,43,1012.67,0.9,501.841655948553,77.6844668651011,99.59
486,10,44,1013.57,0.9,501.992717041801,77.7078509352633,99.68
487,10,45,1014.46,0.9,502.17018488746,77.7353227379969,99.77
488,10,46,1015.36,0.9,502.352451768489,77.7635374254627,99.86
489,10,47,1016.19,0.9,502.464718649518,77.7809161996157,99.94
490,10,48,1016.83,0.9,502.600225080386,77.8018924273043,100
491,11,0,0,0,0,0,0
492,11,1,119.81,119.81,41.4574678456592,6.41756468199059,11.78
493,11,2,223.25,103.44,97.7299196141479,15.1284705285059,21.95
494,11,3,314.14,90.9,145.940803858521,22.5914557056534,30.89
495,11,4,399.35,85.2,186.666953376206,28.8958132161309,39.27
496,11,5,495.81,96.46,255.894702572347,39.6121830607349,48.75
497,11,6,589.52,93.71,326.699654340836,50.5727019103461,57.97
498,11,7,644.66,55.14,355.054686495177,54.9620257732472,63.39
499,11,8,689.12,44.52,380.754807073955,58.9403726120673,67.76
500,11,9,728.59,39.47,405.412459807074,62.7573467193613,71.64
501,11,10,762.56,33.9,425.391864951768,65.8501338934626,74.98
502,11,11,794.09,31.54,439.831495176849,68.0853707704101,78.08
503,11,12,813.6,19.57,444.237893890675,68.7674758344698,80
504,11,13,829.91,16.31,450.437218649518,69.7271236299563,81.6
505,11,14,846.8,16.89,456.394790996784,70.6493484515146,83.26
506,11,15,861.71,14.9,461.610192926045,71.4566862114621,84.73
507,11,16,876.99,15.29,467.096776527331,72.3060025584104,86.23
508,11,17,891.13,14.14,472.109083601286,73.0819014862672,87.62
509,11,18,901.37,10.23,473.377419614148,73.2782383303635,88.63
510,11,19,909.3,7.87,472.996278135048,73.2192381014006,89.41
511,11,20,916.65,7.36,471.083360128617,72.9231207629439,90.13
512,11,21,923.69,7.04,471.622154340836,73.0065254397579,90.82
513,11,22,930.92,7.23,473.198705787781,73.2505736513593,91.53
514,11,23,938.47,7.55,475.786985530547,73.6512361502394,92.28
515,11,24,945.76,7.23,478.671768488746,74.0977969796821,92.99
516,11,25,953.18,7.42,481.608536977492,74.5524051048749,93.72
517,11,26,958.62,5.44,483.381856913183,74.8269128348581,94.26
518,11,27,964.57,5.95,485.243898713826,75.1151545996635,94.84
519,11,28,972.31,7.74,488.20941318328,75.5742125670712,95.6
520,11,29,977.55,5.25,489.969967845659,75.846744248554,96.12
521,11,30,980.88,3.39,491.22998392283,76.0417931769086,96.45
522,11,31,984.4,3.52,492.758014469453,76.2783304132281,96.79
523,11,32,987.91,3.52,494.250040192926,76.5092941475118,97.14
524,11,33,991.37,3.39,495.71807073955,76.7365434581347,97.48
525,11,34,995.14,3.84,497.392081993569,76.9956783271779,97.85
526,11,35,999.75,4.54,499.323585209003,77.2946726329726,98.3
527,11,36,1002.75,3.01,500.440836012862,77.4676216738176,98.6
528,11,37,1004.29,1.54,500.810618971061,77.5248636178113,98.75
529,11,38,1005.82,1.54,501.175602893891,77.5813626770729,98.9
530,11,39,1007.42,1.6,501.636591639871,77.6527231640668,99.06
531,11,40,1009.22,1.79,501.975120578778,77.7051270245787,99.23
532,11,41,1011.07,1.79,502.337644694534,77.7612453087514,99.41
533,11,42,1012.35,1.28,502.260192926045,77.7492558709048,99.54
534,11,43,1013.18,0.77,502.351655948553,77.7634142335221,99.62
535,11,44,1013.95,0.77,502.372717041801,77.766674464675,99.7
536,11,45,1014.78,0.77,502.49018488746,77.784858341712,99.78
537,11,46,1015.55,0.77,502.542451768489,77.7929491901685,99.86
538,11,47,1016.32,0.77,502.594718649518,77.801040038625,99.93
539,11,48,1017.02,0.77,502.790225080386,77.8313041920102,100
540,12,0,0,0,0,0,0
541,12,1,104.01,104.01,80.5163504823151,41.5032734444923,11.12
542,12,2,214.79,110.78,177.153376205788,91.3161733019525,22.96
543,12,3,302.65,87.86,252.216237942122,130.008370073259,32.35
544,12,4,374.72,72.02,310.947958199357,160.282452680081,40.06
545,12,5,453.03,78.36,381.092491961415,196.43942884609,48.43
546,12,6,541.98,88.91,463.174517684887,238.749751383963,57.94
547,12,7,612.69,70.7,525.853167202572,271.058333609573,65.49
548,12,8,653.02,40.34,560.558102893891,288.9474757185,69.81
549,12,9,686.59,33.57,589.686688102894,303.962210362316,73.39
550,12,10,717.02,30.42,615.921672025723,317.485397951404,76.65
551,12,11,743.92,26.91,637.697202572347,328.709898233169,79.52
552,12,12,761.7,17.83,650.94845659164,335.540441542082,81.42
553,12,13,776.86,15.16,663.076816720257,341.792173567143,83.04
554,12,14,792.23,15.37,675.168778135048,348.025143368582,84.69
555,12,15,805.08,12.8,685.111897106109,353.15046242583,86.06
556,12,16,818.88,13.79,695.97538585209,358.75019889283,87.54
557,12,17,829.63,10.75,703.988488745981,362.880664302052,88.68
558,12,18,838.13,8.5,709.798376205788,365.875451652468,89.59
559,12,19,845.21,7.08,714.386318327974,368.240370272152,90.35
560,12,20,851.66,6.4,718.058874598071,370.133440514469,91.04
561,12,21,857.95,6.35,722.399517684888,372.370885404581,91.71
562,12,22,863.62,5.61,726.374356913183,374.419771604734,92.32
563,12,23,869.49,5.93,730.756607717042,376.678663771671,92.95
564,12,24,874.27,4.72,734.215723472669,378.461713130242,93.46
565,12,25,879.41,5.14,738.011446945338,380.418271621308,94.01
566,12,26,883.6,4.2,741.102009646302,382.011345178506,94.45
567,12,27,888.17,4.56,744.446254019293,383.735182484171,94.94
568,12,28,893.88,5.72,748.724646302251,385.940539331057,95.55
569,12,29,898.55,4.67,752.351350482315,387.80997447542,96.05
570,12,30,901.28,2.73,754.460675241158,388.897255278947,96.34
571,12,31,904.22,2.94,756.803392282958,390.104841382968,96.66
